            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2448559.295138889, A.D. 1991-Oct-29 19:05:00.0000, -7.280448933790213E+08,  2.258489325480064E+08,  1.551803725485638E+07,
2448560.295138889, A.D. 1991-Oct-30 19:05:00.0000, -7.279425154795543E+08,  2.236773899447862E+08,  1.552583662630557E+07,
2448561.295138889, A.D. 1991-Oct-31 19:05:00.0000, -7.278022554760510E+08,  2.215317362322944E+08,  1.553360000857870E+07,
2448562.295138889, A.D. 1991-Nov-01 19:05:00.0000, -7.276245402234814E+08,  2.194126647546349E+08,  1.554133194931604E+07,
2448563.295138889, A.D. 1991-Nov-02 19:05:00.0000, -7.274098225171001E+08,  2.173208680557892E+08,  1.554903587152524E+07,
2448564.295138889, A.D. 1991-Nov-03 19:05:00.0000, -7.271585816813480E+08,  2.152570336624351E+08,  1.555671393057291E+07,
2448565.295138889, A.D. 1991-Nov-04 19:05:00.0000, -7.268713230834486E+08,  2.132218399820469E+08,  1.556436696830928E+07,
2448566.295138889, A.D. 1991-Nov-05 19:05:00.0000, -7.265485766597067E+08,  2.112159525936748E+08,  1.557199456216526E+07,
2448567.295138889, A.D. 1991-Nov-06 19:05:00.0000, -7.261908946313232E+08,  2.092400212025174E+08,  1.557959515894984E+07,
2448568.295138889, A.D. 1991-Nov-07 19:05:00.0000, -7.257988486936513E+08,  2.072946774630969E+08,  1.558716627225345E+07,
2448569.295138889, A.D. 1991-Nov-08 19:05:00.0000, -7.253730270319992E+08,  2.053805337424068E+08,  1.559470471363720E+07,
2448570.295138889, A.D. 1991-Nov-09 19:05:00.0000, -7.249140315054263E+08,  2.034981827329741E+08,  1.560220682569413E+07,
2448571.295138889, A.D. 1991-Nov-10 19:05:00.0000, -7.244224752459613E+08,  2.016481976939801E+08,  1.560966869082947E+07,
2448572.295138889, A.D. 1991-Nov-11 19:05:00.0000, -7.238989807803288E+08,  1.998311330365252E+08,  1.561708630080549E+07,
2448573.295138889, A.D. 1991-Nov-12 19:05:00.0000, -7.233441786415884E+08,  1.980475249824079E+08,  1.562445568469436E+07,
2448574.295138889, A.D. 1991-Nov-13 19:05:00.0000, -7.227587063317015E+08,  1.962978920936416E+08,  1.563177300358845E+07,
2448575.295138889, A.D. 1991-Nov-14 19:05:00.0000, -7.221432074330078E+08,  1.945827355653538E+08,  1.563903462781267E+07,
2448576.295138889, A.D. 1991-Nov-15 19:05:00.0000, -7.214983306424744E+08,  1.929025392800417E+08,  1.564623721649414E+07,
2448577.295138889, A.D. 1991-Nov-16 19:05:00.0000, -7.208247285104430E+08,  1.912577697326685E+08,  1.565337782074989E+07,
2448578.295138889, A.D. 1991-Nov-17 19:05:00.0000, -7.201230557177072E+08,  1.896488760536876E+08,  1.566045402903462E+07,
2448579.295138889, A.D. 1991-Nov-18 19:05:00.0000, -7.193939668276863E+08,  1.880762904791797E+08,  1.566746416641757E+07,
2448580.295138889, A.D. 1991-Nov-19 19:05:00.0000, -7.186381136554145E+08,  1.865404297010112E+08,  1.567440754238846E+07,
2448581.295138889, A.D. 1991-Nov-20 19:05:00.0000, -7.178561426835207E+08,  1.850416975056516E+08,  1.568128471569976E+07,
2448582.295138889, A.D. 1991-Nov-21 19:05:00.0000, -7.170486932734814E+08,  1.835804888714550E+08,  1.568809771208648E+07,
2448583.295138889, A.D. 1991-Nov-22 19:05:00.0000, -7.162163975828927E+08,  1.821571951977469E+08,  1.569485010759319E+07,
2448584.295138889, A.D. 1991-Nov-23 19:05:00.0000, -7.153598828824154E+08,  1.807722097157612E+08,  1.570154689894120E+07,
2448585.295138889, A.D. 1991-Nov-24 19:05:00.0000, -7.144797762917624E+08,  1.794259317224143E+08,  1.570819413572252E+07,
2448586.295138889, A.D. 1991-Nov-25 19:05:00.0000, -7.135767110807662E+08,  1.781187684334221E+08,  1.571479837015985E+07,
2448587.295138889, A.D. 1991-Nov-26 19:05:00.0000, -7.126513331094370E+08,  1.768511339937142E+08,  1.572136604426882E+07,
2448588.295138889, A.D. 1991-Nov-27 19:05:00.0000, -7.117043060546639E+08,  1.756234461012969E+08,  1.572790294358381E+07,
2448589.295138889, A.D. 1991-Nov-28 19:05:00.0000, -7.107363146793910E+08,  1.744361212803530E+08,  1.573441380221319E+07,
2448590.295138889, A.D. 1991-Nov-29 19:05:00.0000, -7.097480661137595E+08,  1.732895698722989E+08,  1.574090208068509E+07,
2448591.295138889, A.D. 1991-Nov-30 19:05:00.0000, -7.087402895741959E+08,  1.721841914700914E+08,  1.574736989123850E+07,
2448592.295138889, A.D. 1991-Dec-01 19:05:00.0000, -7.077137350600414E+08,  1.711203711055656E+08,  1.575381802783487E+07,
2448593.295138889, A.D. 1991-Dec-02 19:05:00.0000, -7.066691714590085E+08,  1.700984762135088E+08,  1.576024606286845E+07,
2448594.295138889, A.D. 1991-Dec-03 19:05:00.0000, -7.056073843244803E+08,  1.691188542816281E+08,  1.576665248557887E+07,
2448595.295138889, A.D. 1991-Dec-04 19:05:00.0000, -7.045291734630376E+08,  1.681818310980185E+08,  1.577303486827879E+07,
2448596.295138889, A.D. 1991-Dec-05 19:05:00.0000, -7.034353504200060E+08,  1.672877095504734E+08,  1.577939005167933E+07,
2448597.295138889, A.D. 1991-Dec-06 19:05:00.0000, -7.023267359555662E+08,  1.664367689588702E+08,  1.578571434055598E+07,
2448598.295138889, A.D. 1991-Dec-07 19:05:00.0000, -7.012041576256393E+08,  1.656292649098350E+08,  1.579200369879374E+07,
2448599.295138889, A.D. 1991-Dec-08 19:05:00.0000, -7.000684475862232E+08,  1.648654295198355E+08,  1.579825393174683E+07,
2448600.295138889, A.D. 1991-Dec-09 19:05:00.0000, -6.989204407082880E+08,  1.641454720028680E+08,  1.580446084575546E+07,
2448601.295138889, A.D. 1991-Dec-10 19:05:00.0000, -6.977609730317644E+08,  1.634695793889860E+08,  1.581062037965479E+07,
2448602.295138889, A.D. 1991-Dec-11 19:05:00.0000, -6.965908805110323E+08,  1.628379172431542E+08,  1.581672870989371E+07,
2448603.295138889, A.D. 1991-Dec-12 19:05:00.0000, -6.954109979376576E+08,  1.622506302737119E+08,  1.582278233773127E+07,
2448604.295138889, A.D. 1991-Dec-13 19:05:00.0000, -6.942221578772821E+08,  1.617078427884963E+08,  1.582877817253067E+07,
2448605.295138889, A.D. 1991-Dec-14 19:05:00.0000, -6.930251894369682E+08,  1.612096590481451E+08,  1.583471362858872E+07,
2448606.295138889, A.D. 1991-Dec-15 19:05:00.0000, -6.918209166955537E+08,  1.607561636765737E+08,  1.584058675328729E+07,
2448607.295138889, A.D. 1991-Dec-16 19:05:00.0000, -6.906101567011141E+08,  1.603474224124093E+08,  1.584639639986363E+07,
2448608.295138889, A.D. 1991-Dec-17 19:05:00.0000, -6.893937170963409E+08,  1.599834835991599E+08,  1.585214244566067E+07,
2448609.295138889, A.D. 1991-Dec-18 19:05:00.0000, -6.881723937006789E+08,  1.596643808533890E+08,  1.585782603291687E+07,
2448610.295138889, A.D. 1991-Dec-19 19:05:00.0000, -6.869469687333028E+08,  1.593901372068468E+08,  1.586344977435648E+07,
2448611.295138889, A.D. 1991-Dec-20 19:05:00.0000, -6.857182106609108E+08,  1.591607705740924E+08,  1.586901783122330E+07,
2448612.295138889, A.D. 1991-Dec-21 19:05:00.0000, -6.844868766240357E+08,  1.589762996720124E+08,  1.587453576308012E+07,
2448613.295138889, A.D. 1991-Dec-22 19:05:00.0000, -6.832537177535070E+08,  1.588367488235054E+08,  1.588001009523582E+07,
2448614.295138889, A.D. 1991-Dec-23 19:05:00.0000, -6.820194865525181E+08,  1.587421499719585E+08,  1.588544765170822E+07,
2448615.295138889, A.D. 1991-Dec-24 19:05:00.0000, -6.807849445096419E+08,  1.586925410476516E+08,  1.589085480753966E+07,
2448616.295138889, A.D. 1991-Dec-25 19:05:00.0000, -6.795508679522886E+08,  1.586879611962590E+08,  1.589623685068138E+07,
2448617.295138889, A.D. 1991-Dec-26 19:05:00.0000, -6.783180509845704E+08,  1.587284444342686E+08,  1.590159758455586E+07,
2448618.295138889, A.D. 1991-Dec-27 19:05:00.0000, -6.770873055560395E+08,  1.588140134476191E+08,  1.590693919506443E+07,
2448619.295138889, A.D. 1991-Dec-28 19:05:00.0000, -6.758594595317824E+08,  1.589446746491034E+08,  1.591226232079346E+07,
2448620.295138889, A.D. 1991-Dec-29 19:05:00.0000, -6.746353538123358E+08,  1.591204148236438E+08,  1.591756623611590E+07,
2448621.295138889, A.D. 1991-Dec-30 19:05:00.0000, -6.734158392886069E+08,  1.593411991490301E+08,  1.592284907210568E+07,
2448622.295138889, A.D. 1991-Dec-31 19:05:00.0000, -6.722017740360870E+08,  1.596069701803041E+08,  1.592810803169136E+07,
2448623.295138889, A.D. 1992-Jan-01 19:05:00.0000, -6.709940208564923E+08,  1.599176474210668E+08,  1.593333958307038E+07,
2448624.295138889, A.D. 1992-Jan-02 19:05:00.0000, -6.697934451180303E+08,  1.602731272357399E+08,  1.593853963180760E+07,
2448625.295138889, A.D. 1992-Jan-03 19:05:00.0000, -6.686009128021264E+08,  1.606732829869185E+08,  1.594370367811945E+07,
2448626.295138889, A.D. 1992-Jan-04 19:05:00.0000, -6.674172886889281E+08,  1.611179653715326E+08,  1.594882696504607E+07,
2448627.295138889, A.D. 1992-Jan-05 19:05:00.0000, -6.662434346620069E+08,  1.616070029674330E+08,  1.595390461942474E+07,
2448628.295138889, A.D. 1992-Jan-06 19:05:00.0000, -6.650802081535442E+08,  1.621402029971035E+08,  1.595893178375456E+07,
2448629.295138889, A.D. 1992-Jan-07 19:05:00.0000, -6.639284607671698E+08,  1.627173522867343E+08,  1.596390373514057E+07,
2448630.295138889, A.D. 1992-Jan-08 19:05:00.0000, -6.627890371012354E+08,  1.633382183701683E+08,  1.596881598838384E+07,
2448631.295138889, A.D. 1992-Jan-09 19:05:00.0000, -6.616627737570078E+08,  1.640025506765618E+08,  1.597366438355388E+07,
2448632.295138889, A.D. 1992-Jan-10 19:05:00.0000, -6.605504984696444E+08,  1.647100817593856E+08,  1.597844516295914E+07,
2448633.295138889, A.D. 1992-Jan-11 19:05:00.0000, -6.594530292643005E+08,  1.654605285777486E+08,  1.598315504649541E+07,
2448634.295138889, A.D. 1992-Jan-12 19:05:00.0000, -6.583711735309844E+08,  1.662535939250956E+08,  1.598779131643292E+07,
2448635.295138889, A.D. 1992-Jan-13 19:05:00.0000, -6.573057269502903E+08,  1.670889682052466E+08,  1.599235192075934E+07,
2448636.295138889, A.D. 1992-Jan-14 19:05:00.0000, -6.562574723125979E+08,  1.679663318612745E+08,  1.599683559573719E+07,
2448637.295138889, A.D. 1992-Jan-15 19:05:00.0000, -6.552271784795673E+08,  1.688853588274627E+08,  1.600124199042929E+07,
2448638.295138889, A.D. 1992-Jan-16 19:05:00.0000, -6.542156000333027E+08,  1.698457213127126E+08,  1.600557174774490E+07,
2448639.295138889, A.D. 1992-Jan-17 19:05:00.0000, -6.532234784652845E+08,  1.708470959233849E+08,  1.600982646364408E+07,
2448640.295138889, A.D. 1992-Jan-18 19:05:00.0000, -6.522515458653632E+08,  1.718891705451391E+08,  1.601400842674092E+07,
2448641.295138889, A.D. 1992-Jan-19 19:05:00.0000, -6.513005316842809E+08,  1.729716506969750E+08,  1.601812006402756E+07,
2448642.295138889, A.D. 1992-Jan-20 19:05:00.0000, -6.503711721538653E+08,  1.740942637264358E+08,  1.602216310198644E+07,
2448643.295138889, A.D. 1992-Jan-21 19:05:00.0000, -6.494642207745026E+08,  1.752567597677438E+08,  1.602613756622534E+07,
2448644.295138889, A.D. 1992-Jan-22 19:05:00.0000, -6.485804577761842E+08,  1.764589098315229E+08,  1.603004080824023E+07,
2448645.295138889, A.D. 1992-Jan-23 19:05:00.0000, -6.477206971666143E+08,  1.777005029194908E+08,  1.603386670228206E+07,
2448646.295138889, A.D. 1992-Jan-24 19:05:00.0000, -6.468857915071142E+08,  1.789813447026505E+08,  1.603760501829011E+07,
2448647.295138889, A.D. 1992-Jan-25 19:05:00.0000, -6.460766359544795E+08,  1.803012599094014E+08,  1.604124083023606E+07,
2448648.295138889, A.D. 1992-Jan-26 19:05:00.0000, -6.452941737710425E+08,  1.816600998205223E+08,  1.604475372311884E+07,
2448649.295138889, A.D. 1992-Jan-27 19:05:00.0000, -6.445394056022432E+08,  1.830577559366503E+08,  1.604811650487267E+07,
2448650.295138889, A.D. 1992-Jan-28 19:05:00.0000, -6.438134049305394E+08,  1.844941813789151E+08,  1.605129304767668E+07,
2448651.295138889, A.D. 1992-Jan-29 19:05:00.0000, -6.431173428499048E+08,  1.859694231209206E+08,  1.605423468426145E+07,
2448652.295138889, A.D. 1992-Jan-30 19:05:00.0000, -6.424525271928798E+08,  1.874836711484067E+08,  1.605687413770695E+07,
2448653.295138889, A.D. 1992-Jan-31 19:05:00.0000, -6.418204649917839E+08,  1.890373362736603E+08,  1.605911499386387E+07,
2448654.295138889, A.D. 1992-Feb-01 19:05:00.0000, -6.412229655355988E+08,  1.906311798084122E+08,  1.606081252261464E+07,
2448655.295138889, A.D. 1992-Feb-02 19:05:00.0000, -6.406623193327425E+08,  1.922665442326924E+08,  1.606173624608611E+07,
2448656.295138889, A.D. 1992-Feb-03 19:05:00.0000, -6.401416311831344E+08,  1.939457990286495E+08,  1.606148983584906E+07,
2448657.295138889, A.D. 1992-Feb-04 19:05:00.0000, -6.396655003342119E+08,  1.956733029393203E+08,  1.605931680718331E+07,
2448658.295138889, A.D. 1992-Feb-05 19:05:00.0000, -6.392416020999702E+08,  1.974578367523809E+08,  1.605353512710302E+07,
2448659.295138889, A.D. 1992-Feb-06 19:05:00.0000, -6.388851381288742E+08,  1.993205200245622E+08,  1.603932931668292E+07,
2448660.295138889, A.D. 1992-Feb-07 19:05:00.0000, -6.386350464615278E+08,  2.013370261317888E+08,  1.599304039157142E+07,
$$EOE
**************************************************************************************************************************
 
TIME

  Barycentric Dynamical Time ("TDB" or T_eph) output was requested. This
continuous coordinate time is equivalent to the relativistic proper time
of a clock at rest in a reference frame co-moving with the solar system
barycenter but outside the system's gravity well. It is the independent
variable in the solar system relativistic equations of motion.

  TDB runs at a uniform rate of one SI second per second and is independent
of irregularities in Earth's rotation.
 
CALENDAR SYSTEM

  Calendar dates are given in the modern Gregorian system, extended prior to
its 1582-Oct-15 adoption. The Gregorian calendar more closely corresponds to
physical Earth seasons and orbital motion, but can differ by up to 10 days with
historical records made under the prior Julian calendar, more if the Julian
calendar was extended prior to its 45-Jan-1 BC adoption to label the historical
event. Select "mixed" calendar mode if correlation with historical dates prior
to A.D. 1582 is important.

REFERENCE FRAME AND COORDINATES

  Ecliptic at the standard reference epoch

    Reference epoch: J2000.0
    X-Y plane: adopted Earth orbital plane at the reference epoch
               Note: IAU76 obliquity of 84381.448 arcseconds wrt ICRF X-Y plane
    X-axis   : ICRF
    Z-axis   : perpendicular to the X-Y plane in the directional (+ or -) sense
               of Earth's north pole at the reference epoch.

  Symbol meaning:

    JDTDB    Julian Day Number, Barycentric Dynamical Time
      X      X-component of position vector (km)
      Y      Y-component of position vector (km)
      Z      Z-component of position vector (km)

ABERRATIONS AND CORRECTIONS

 Geometric state vectors have NO corrections or aberrations applied.

Computations by ...

    Solar System Dynamics Group, Horizons On-Line Ephemeris System
    4800 Oak Grove Drive, Jet Propulsion Laboratory
    Pasadena, CA  91109   USA

    General site: https://ssd.jpl.nasa.gov/
    Mailing list: https://ssd.jpl.nasa.gov/email_list.html
    System news : https://ssd.jpl.nasa.gov/horizons/news.html
    User Guide  : https://ssd.jpl.nasa.gov/horizons/manual.html
    Connect     : browser        https://ssd.jpl.nasa.gov/horizons/app.html#/x
                  API            https://ssd-api.jpl.nasa.gov/doc/horizons.html
                  command-line   telnet ssd.jpl.nasa.gov 6775
                  e-mail/batch   https://ssd.jpl.nasa.gov/ftp/ssd/hrzn_batch.txt
                  scripts        https://ssd.jpl.nasa.gov/ftp/ssd/SCRIPTS
    Author      : Jon.D.Giorgini@jpl.nasa.gov
*******************************************************************************
